Match Flag	Item ID	Item Number	Item Description 1	Item Description 2	Branch Plant	Stocking Type	Division	Part Type	Div by Part Type	ItemID	ItemNumber	ThirdItemNumber	Description1	Description2	BranchPlant	Plant	BranchPlant_Desc	Company	StockingType	StockingType_Desc	Part_Type	ProductGroup	ProductGroup_Desc	ProductFamily	ProductFamily_Desc	ProductCode	ProductCode_Desc	CatCode4	CatCode4_Desc	CatCode6	CatCode6_Desc	CatCode7	CatCode7_Desc	CatCode8	CatCode8_Desc	CatCode9	CatCode9_Desc	ItemCatCode7	ItemCatCode7_Desc	ItemCatCode9	ItemCatCode9_Desc	CommodityClass	CommodityClass_Desc	CommoditySubclass	CommoditySubClass_Desc	PrimaryLastSupplierNumber	PlannerNumber	BuyerNumber	LineType	Product_Type	Product_Type_Desc	CrossRefType	CustomerSupplierItemNumber
3	20036408	ECH460045J	ACUSEAL 4-6MM X 45CM	ACUSEAL VASCULAR GRAFT	B261	S	MPD	Finished Goods	MPDFinished Goods	20036408	ECH460045J	4.99E+12	ACUSEAL 4-6MM X 45CM	ACUSEAL VASCULAR GRAFT	B432	JG2	MPD Returns PSC Japan B/P	671	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRV	VENOUS	NP2	ACUSEAL VG	NY1	ACUSEAL VG - TAPERS	MFN	Medical Non Std Finished Gds	PP098	Acuseal Grafts	N9021A	Implantable devices	MS12	PERIPHERAL	PP098	Acuseal Grafts	MS12	PERIPHERAL					4344	11289557	29726	S	PER	Peripheral		
3	20036408	ECH460045J	ACUSEAL 4-6MM X 45CM	ACUSEAL VASCULAR GRAFT	B261	S	MPD	Finished Goods	MPDFinished Goods	20036408	ECH460045J	4.99E+12	ACUSEAL 4-6MM X 45CM	ACUSEAL VASCULAR GRAFT	B433	JG2	MPD Consignment PSC Japan B/P	671	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRV	VENOUS	NP2	ACUSEAL VG	NY1	ACUSEAL VG - TAPERS	MFN	Medical Non Std Finished Gds	PP098	Acuseal Grafts	N9021A	Implantable devices	MS12	PERIPHERAL	PP098	Acuseal Grafts	MS12	PERIPHERAL					4344	11289557	29726	S	PER	Peripheral		
3	10928286	599190509-05.5MT	05 1501 SPC G1 SFS AL-K CP BD	PTFE FIBER BK GFLT 18 GHZ REVA	B084	M	EPD	Intermediates	EPDIntermediates	10928286	599190509-05.5MT	599190509-05.5MT	05 1501 SPC G1 SFS AL-K CP BD	PTFE FIBER BK GFLT 18 GHZ REVA	B084	DUN	Tech Park UK EPD B/P	300	M	Mfg. Assembly or Sub-Assembly	Intermediates	A11	GMCA	ADE	GMCA - Global	AM1	GMCA GORE-FLIGHT				.	A00001	Focus product	A8544A	Insulated coaxial cable		.	1	Temp EPD code		.			C03	"Copper, silver plated copper"	0	16124	16124	W				
3	10928722	WLMTN372-B-33.02	WIP Laminate		B238	M	IPD	Intermediates	IPDIntermediates	10928722	WLMTN372-B-33.02	WLMTN372-B-33.02	WIP Laminate		B238	EM2	EM2 B/P	5	M	Mfg. Assembly or Sub-Assembly	Intermediates	IAE	Fluid Transfer and Containment	IBK	Freeze Dry	JAF	Fluid Transfer Technologies	KAB	Hydro Rolled Good		.		.	I3921F	ePTFE / Plastic Mesh	KFB	Freeze Dry Packaging		.		.					0	11287	11287	S				
3	9188537	R4445-43	Raw 4445 1092.2mm 8oz	"G2260 Black 43"""	B005	P	IPD	Direct Purchased	IPDDirect Purchased	9188537	R4445-43	R4445-43	Raw 4445 1092.2mm 8oz	"G2260 Black 43"""	B005	FH	Fair Hill B/P	5	P	"Purchased, Raw material"	Direct Purchased	JAM	Filtration Technologies	IAA	Gore Filtration Products	IAM	Industrial Dry Filtration	KTD	Roll Good	J4445	Spunbond Polyester		.	I5603F	Nonwoven polyester fabric	J4445	8oz Non-woven BlackPolyester		.	J4445	8oz Non-woven BlackPolyester	T53	Non Woven Spun Bond / Thermal	P01	PET	4267	12026	12026	S				
3	9188537	R4445-43	Raw 4445 1092.2mm 8oz	"G2260 Black 43"""	B005	P	IPD	Direct Purchased	IPDDirect Purchased	9188537	R4445-43	R4445-43	Raw 4445 1092.2mm 8oz	"G2260 Black 43"""	B301	FH	IPD - Sardo Warehouse	5	D	"Distr. Items,Purch for Resale"	Finished Goods	JAM	Filtration Technologies	IAA	Gore Filtration Products	IAM	Industrial Dry Filtration	KTD	Roll Good	J4445	Spunbond Polyester		.	I5603F	Nonwoven polyester fabric	J4445	8oz Non-woven BlackPolyester		.	J4445	8oz Non-woven BlackPolyester	T53	Non Woven Spun Bond / Thermal	P01	PET	11020320	12026	12026	S				
3	20032143	BXAL085901A	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B701	G	MPD	Finished Goods	MPDFinished Goods	20032143	BXAL085901A	7.33E+11	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B333	PX3	MPD 3PL - Distribution	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NQ5	VIABAHN BX	NX3	VIABAHN BX	MFN	Medical Non Std Finished Gds	PP125	VIABAHN BX	N9021A	Implantable devices	MS12	PERIPHERAL	PP125	VIABAHN BX	MS12	PERIPHERAL					4219	12082805	0	S	PER	Peripheral		
3	20032143	BXAL085901A	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B701	G	MPD	Finished Goods	MPDFinished Goods	20032143	BXAL085901A	7.33E+11	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B261	FP	Medical Fisher Point B/P	8	S	"Finished Goods, Manufactured"	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NQ5	VIABAHN BX	NX3	VIABAHN BX	MFN	Medical Non Std Finished Gds	PP125	VIABAHN BX	N9021A	Implantable devices	MS12	PERIPHERAL	PP125	VIABAHN BX	MS12	PERIPHERAL					0	12082805	0	S	PER	Peripheral		
3	20032143	BXAL085901A	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B701	G	MPD	Finished Goods	MPDFinished Goods	20032143	BXAL085901A	7.33E+11	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B283	PH1	MPD PHX Raw Materials B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NQ5	VIABAHN BX	NX3	VIABAHN BX	MFN	Medical Non Std Finished Gds	PP125	VIABAHN BX	N9021A	Implantable devices	MS12	PERIPHERAL	PP125	VIABAHN BX	MS12	PERIPHERAL					4344	11327596	0	S	PER	Peripheral		
3	20032143	BXAL085901A	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B701	G	MPD	Finished Goods	MPDFinished Goods	20032143	BXAL085901A	7.33E+11	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B217	CAN	GORE CANADA B/P	260	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NQ5	VIABAHN BX	NX3	VIABAHN BX	MFN	Medical Non Std Finished Gds	PP125	VIABAHN BX	N9021A	Implantable devices	MS12	PERIPHERAL	PP125	VIABAHN BX	MS12	PERIPHERAL					0	11327596	0	S	PER	Peripheral		
3	20032143	BXAL085901A	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B701	G	MPD	Finished Goods	MPDFinished Goods	20032143	BXAL085901A	7.33E+11	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B701	OZ	Medical-Sydney B/P	700	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NQ5	VIABAHN BX	NX3	VIABAHN BX	MFN	Medical Non Std Finished Gds	PP125	VIABAHN BX	N9021A	Implantable devices	MS12	PERIPHERAL	PP125	VIABAHN BX	MS12	PERIPHERAL					4344	11327596	12314868	S	PER	Peripheral		
3	20032143	BXAL085901A	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B701	G	MPD	Finished Goods	MPDFinished Goods	20032143	BXAL085901A	7.33E+11	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B128	FP	MPD FLAG Restrict FG Items B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NQ5	VIABAHN BX	NX3	VIABAHN BX	MFN	Medical Non Std Finished Gds	PP125	VIABAHN BX	N9021A	Implantable devices	MS12	PERIPHERAL	PP125	VIABAHN BX	MS12	PERIPHERAL					0	12082805	0	S	PER	Peripheral		
3	20032143	BXAL085901A	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B701	G	MPD	Finished Goods	MPDFinished Goods	20032143	BXAL085901A	7.33E+11	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B114	FP	Medical Consignment B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NQ5	VIABAHN BX	NX3	VIABAHN BX	MFN	Medical Non Std Finished Gds	PP125	VIABAHN BX	N9021A	Implantable devices	MS12	PERIPHERAL	PP125	VIABAHN BX	MS12	PERIPHERAL					0	11327596	0	S	PER	Peripheral		
3	20032143	BXAL085901A	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B701	G	MPD	Finished Goods	MPDFinished Goods	20032143	BXAL085901A	7.33E+11	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B115	FP	Medical Returned Product B/P	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NQ5	VIABAHN BX	NX3	VIABAHN BX	MFN	Medical Non Std Finished Gds	PP125	VIABAHN BX	N9021A	Implantable devices	MS12	PERIPHERAL	PP125	VIABAHN BX	MS12	PERIPHERAL					0	12082805	0	S	PER	Peripheral		
3	20032143	BXAL085901A	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B701	G	MPD	Finished Goods	MPDFinished Goods	20032143	BXAL085901A	7.33E+11	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B334	PX3	MPD 3PL - Restricted	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NQ5	VIABAHN BX	NX3	VIABAHN BX	MFN	Medical Non Std Finished Gds	PP125	VIABAHN BX	N9021A	Implantable devices	MS12	PERIPHERAL	PP125	VIABAHN BX	MS12	PERIPHERAL					4344	12082805	0	S	PER	Peripheral		
3	20032143	BXAL085901A	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B701	G	MPD	Finished Goods	MPDFinished Goods	20032143	BXAL085901A	7.33E+11	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B335	PX3	MPD 3PL - Returns	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NQ5	VIABAHN BX	NX3	VIABAHN BX	MFN	Medical Non Std Finished Gds	PP125	VIABAHN BX	N9021A	Implantable devices	MS12	PERIPHERAL	PP125	VIABAHN BX	MS12	PERIPHERAL					4344	12082805	0	S	PER	Peripheral		
3	20032143	BXAL085901A	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B701	G	MPD	Finished Goods	MPDFinished Goods	20032143	BXAL085901A	7.33E+11	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B336	PX3	MPD 3PL - Disaster Recovery	8	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NQ5	VIABAHN BX	NX3	VIABAHN BX	MFN	Medical Non Std Finished Gds	PP125	VIABAHN BX	N9021A	Implantable devices	MS12	PERIPHERAL	PP125	VIABAHN BX	MS12	PERIPHERAL					0	12082805	0	S	PER	Peripheral		
3	20032143	BXAL085901A	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B701	G	MPD	Finished Goods	MPDFinished Goods	20032143	BXAL085901A	7.33E+11	VIABAHNBX 8LMMX59MMX80CM CATH	VIABAHN Balloon Expandable-HEP	B702	OZ	Medical-Consign-Sydney B/P	700	G	Purch from Gore for Resale	Finished Goods	MC1	VASCULAR	MRU	SMALL DIAMETER ARTERIAL APPS	NQ5	VIABAHN BX	NX3	VIABAHN BX	MFN	Medical Non Std Finished Gds	PP125	VIABAHN BX	N9021A	Implantable devices	MS12	PERIPHERAL	PP125	VIABAHN BX	MS12	PERIPHERAL					4344	11327596	0	S	PER	Peripheral		
3	10624272	HPT050015A	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B261	S	MPD	Finished Goods	MPDFinished Goods	10624272	HPT050015A	7.33E+11	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B333	PX3	MPD 3PL - Distribution	8	G	Purch from Gore for Resale	Finished Goods	MC2	CARDIAC	MRW	STRUCTURAL HEART	NT4	PEDIATRIC SHUNTS	NU8	PROPATEN VG - SHUNTS	MFS	Medical Standard Finished Gds	PP112	Propaten Shunts	N9021A	Implantable devices	MS12	PERIPHERAL	PP112	Propaten Shunts	MS12	PERIPHERAL					4219	16316384	0	S	PER	Peripheral		
3	10624272	HPT050015A	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B261	S	MPD	Finished Goods	MPDFinished Goods	10624272	HPT050015A	7.33E+11	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B217	CAN	GORE CANADA B/P	260	G	Purch from Gore for Resale	Finished Goods	MC2	CARDIAC	MRW	STRUCTURAL HEART	NT4	PEDIATRIC SHUNTS	NU8	PROPATEN VG - SHUNTS	MFS	Medical Standard Finished Gds	PP112	Propaten Shunts	N9021A	Implantable devices	MS12	PERIPHERAL	PP112	Propaten Shunts	MS12	PERIPHERAL					4344	11289557	15966763	S	PER	Peripheral		
3	10624272	HPT050015A	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B261	S	MPD	Finished Goods	MPDFinished Goods	10624272	HPT050015A	7.33E+11	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B261	FP	Medical Fisher Point B/P	8	S	"Finished Goods, Manufactured"	Finished Goods	MC2	CARDIAC	MRW	STRUCTURAL HEART	NT4	PEDIATRIC SHUNTS	NU8	PROPATEN VG - SHUNTS	MFN	Medical Non Std Finished Gds	PP112	Propaten Shunts	N9021A	Implantable devices	MS12	PERIPHERAL	PP112	Propaten Shunts	MS12	PERIPHERAL					4054	16316384	0	S	PER	Peripheral		
3	10624272	HPT050015A	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B261	S	MPD	Finished Goods	MPDFinished Goods	10624272	HPT050015A	7.33E+11	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B128	FP	MPD FLAG Restrict FG Items B/P	8	G	Purch from Gore for Resale	Finished Goods	MC2	CARDIAC	MRW	STRUCTURAL HEART	NT4	PEDIATRIC SHUNTS	NU8	PROPATEN VG - SHUNTS	MFN	Medical Non Std Finished Gds	PP112	Propaten Shunts	N9021A	Implantable devices	MS12	PERIPHERAL	PP112	Propaten Shunts	MS12	PERIPHERAL					4344	16316384	0	S	PER	Peripheral		
3	10624272	HPT050015A	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B261	S	MPD	Finished Goods	MPDFinished Goods	10624272	HPT050015A	7.33E+11	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B283	PH1	MPD PHX Raw Materials B/P	8	G	Purch from Gore for Resale	Finished Goods	MC2	CARDIAC	MRW	STRUCTURAL HEART	NT4	PEDIATRIC SHUNTS	NU8	PROPATEN VG - SHUNTS	MFN	Medical Non Std Finished Gds	PP112	Propaten Shunts	N9021A	Implantable devices	MS12	PERIPHERAL	PP112	Propaten Shunts	MS12	PERIPHERAL					4344	11289557	0	S	PER	Peripheral		
3	10624272	HPT050015A	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B261	S	MPD	Finished Goods	MPDFinished Goods	10624272	HPT050015A	7.33E+11	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B114	FP	Medical Consignment B/P	8	G	Purch from Gore for Resale	Finished Goods	MC2	CARDIAC	MRW	STRUCTURAL HEART	NT4	PEDIATRIC SHUNTS	NU8	PROPATEN VG - SHUNTS	MFN	Medical Non Std Finished Gds	PP112	Propaten Shunts	N9021A	Implantable devices	MS12	PERIPHERAL	PP112	Propaten Shunts	MS12	PERIPHERAL					4344	11289557	0	S	PER	Peripheral		
3	10624272	HPT050015A	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B261	S	MPD	Finished Goods	MPDFinished Goods	10624272	HPT050015A	7.33E+11	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B115	FP	Medical Returned Product B/P	8	G	Purch from Gore for Resale	Finished Goods	MC2	CARDIAC	MRW	STRUCTURAL HEART	NT4	PEDIATRIC SHUNTS	NU8	PROPATEN VG - SHUNTS	MFN	Medical Non Std Finished Gds	PP112	Propaten Shunts	N9021A	Implantable devices	MS12	PERIPHERAL	PP112	Propaten Shunts	MS12	PERIPHERAL					4344	16316384	0	S	PER	Peripheral		
3	10624272	HPT050015A	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B261	S	MPD	Finished Goods	MPDFinished Goods	10624272	HPT050015A	7.33E+11	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B273	CAN	MPD Canada Consignment B/P	260	G	Purch from Gore for Resale	Finished Goods	MC2	CARDIAC	MRW	STRUCTURAL HEART	NT4	PEDIATRIC SHUNTS	NU8	PROPATEN VG - SHUNTS	MFN	Medical Non Std Finished Gds	PP112	Propaten Shunts	N9021A	Implantable devices	MS12	PERIPHERAL	PP112	Propaten Shunts	MS12	PERIPHERAL					4344	11289557	0	S	PER	Peripheral		
3	10624272	HPT050015A	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B261	S	MPD	Finished Goods	MPDFinished Goods	10624272	HPT050015A	7.33E+11	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B334	PX3	MPD 3PL - Restricted	8	G	Purch from Gore for Resale	Finished Goods	MC2	CARDIAC	MRW	STRUCTURAL HEART	NT4	PEDIATRIC SHUNTS	NU8	PROPATEN VG - SHUNTS	MFS	Medical Standard Finished Gds	PP112	Propaten Shunts	N9021A	Implantable devices	MS12	PERIPHERAL	PP112	Propaten Shunts	MS12	PERIPHERAL					4344	16316384	0	S	PER	Peripheral		
3	10624272	HPT050015A	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B261	S	MPD	Finished Goods	MPDFinished Goods	10624272	HPT050015A	7.33E+11	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B335	PX3	MPD 3PL - Returns	8	G	Purch from Gore for Resale	Finished Goods	MC2	CARDIAC	MRW	STRUCTURAL HEART	NT4	PEDIATRIC SHUNTS	NU8	PROPATEN VG - SHUNTS	MFN	Medical Non Std Finished Gds	PP112	Propaten Shunts	N9021A	Implantable devices	MS12	PERIPHERAL	PP112	Propaten Shunts	MS12	PERIPHERAL					4344	16316384	0	S	PER	Peripheral		
3	10624272	HPT050015A	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B261	S	MPD	Finished Goods	MPDFinished Goods	10624272	HPT050015A	7.33E+11	HEP PED SHUNT T5MM X 15CM US	PROPATEN VASCULAR GRAFT	B336	PX3	MPD 3PL - Disaster Recovery	8	G	Purch from Gore for Resale	Finished Goods	MC2	CARDIAC	MRW	STRUCTURAL HEART	NT4	PEDIATRIC SHUNTS	NU8	PROPATEN VG - SHUNTS	MFS	Medical Standard Finished Gds	PP112	Propaten Shunts	N9021A	Implantable devices	MS12	PERIPHERAL	PP112	Propaten Shunts	MS12	PERIPHERAL					4219	16316384	0	S	PER	Peripheral		
3	7558562	VE0013BLK	Cut Part		B024	M	IPD	Intermediates	IPDIntermediates	7558562	VE0013BLK	VE0013BLK	Cut Part		B024	APN	Appleton North B/P	5	M	Mfg. Assembly or Sub-Assembly	Intermediates	IAD	Vents	IBF	Protective Vents	JAB	Vents	KAF	Hydro ID/OD		.		.	I3919V	"ePTFE vents, self-adhesive,"		.		.		.					0	26001	0	S				
3	10928549	SHZ-ECR1596-2	GOREÂ® Portable Electronic Vent	AIR VENT PE11 rev1	B184	Z	IPD	Indirect Purchased	IPDIndirect Purchased	10928549	SHZ-ECR1596-2	SHZ-ECR1596-2	GORE® Portable Electronic Vent	AIR VENT PE11 rev1	B184	KOR	IPD Korea B/P	620	Z	Purchase ext-other supplies	Indirect Purchased	IAD	Vents	ICK	Portable Electronics	JAB	Vents				.		.	I5911V	"Vents, textile for technical"		.		.		.					4311	30952	30952	S				
3	10928549	SHZ-ECR1596-2	GOREÂ® Portable Electronic Vent	AIR VENT PE11 rev1	B184	Z	IPD	Indirect Purchased	IPDIndirect Purchased	10928549	SHZ-ECR1596-2	SHZ-ECR1596-2	GORE® Portable Electronic Vent	AIR VENT PE11 rev1	B316	SH3	Shenzhen SZ BAOAN IPD B/P	653	Z	Purchase ext-other supplies	Indirect Purchased	IAD	Vents	ICK	Portable Electronics	JAB	Vents				.		.	I5911V	"Vents, textile for technical"		.		.		.					0	25717	25717	S				
3	3003060	RNF100364BK	"RNF100 3/64"" SCHWARZ"	SCHRUMPFSCHLAUCH	B038	P	EPD	Direct Purchased	EPDDirect Purchased	3003060	RNF100364BK	RNF100364BK	"RNF100 3/64"" SCHWARZ"	SCHRUMPFSCHLAUCH	B038	PLF	Pleinfeld B/P	350	P	"Purchased, Raw material"	Direct Purchased	A17	Advanced Cable Solutions	ADS	Semi-Conductor	CEG	Cable Assembly				.		.	A3926T	Heat shrink plastic tubing		.		.		.	T40	"Tubing, Shrink"			56009986	32272	17040	S				
3	10931836	DP04GROOVE-8127	Continuous 8127 Groove	using DP04	B041	J	IPD	Intermediates	IPDIntermediates	10931836	DP04GROOVE-8127	DP04GROOVE-8127	Continuous 8127 Groove	using DP04	B041	PU5	Putzbrunn V B/P	350	J	Intermediate Goods-Receive Plt	Intermediates	JAM	Filtration Technologies	IAA	Gore Filtration Products	IAM	Industrial Dry Filtration	KTG	Filter Bag Accessories	J3227	16.8 oz. Teflon B Fiberglass		.			J3232	16.8oz PTFE Coated Fiberglass		.	J3232	16.8oz PTFE Coated Fiberglass					4069	19746	19746	S				
3	10931836	DP04GROOVE-8127	Continuous 8127 Groove	using DP04	B041	J	IPD	Intermediates	IPDIntermediates	10931836	DP04GROOVE-8127	DP04GROOVE-8127	Continuous 8127 Groove	using DP04	B133	FH	IKOR Outside Processor - B/P	5	T	Intermediate Goods-Shipping PT	Intermediates	JAM	Filtration Technologies	IAA	Gore Filtration Products	IAM	Industrial Dry Filtration	KTG	Filter Bag Accessories		.		.				.		.	J3232	16.8oz PTFE Coated Fiberglass					0	11076	0	S				
3	10931836	DP04GROOVE-8127	Continuous 8127 Groove	using DP04	B041	J	IPD	Intermediates	IPDIntermediates	10931836	DP04GROOVE-8127	DP04GROOVE-8127	Continuous 8127 Groove	using DP04	B321	PU5	ORWAT Filtertechnik Sp.zo.o	350	J	Intermediate Goods-Receive Plt	Intermediates	JAM	Filtration Technologies	IAA	Gore Filtration Products	IAM	Industrial Dry Filtration	KTG	Filter Bag Accessories	J3227	16.8 oz. Teflon B Fiberglass		.			J3232	16.8oz PTFE Coated Fiberglass		.	J3232	16.8oz PTFE Coated Fiberglass					4083	19746	19746	S				
3	10724329	10724329	SNAP RING SMPM FLOAT MOUNT AU	532000059 REV C	B003	P	EPD	Direct Purchased	EPDDirect Purchased	10724329	10724329	532320059	SNAP RING SMPM FLOAT MOUNT AU	532000059 REV C	B003	NG	New Garden 1 B/P	3	P	"Purchased, Raw material"	Direct Purchased	A11	GMCA	ADE	GMCA - Global			B24	GMCA SUPPLY CHAIN PLATFORM		.		.				.		.		.	M09	"Machined parts, other"			16099654	12224	12224	S				
3	10765249	SAAA01FU	N73B M.BLUE	#B21S33-AB	B180	P	FAB	Direct Purchased	FABDirect Purchased	10765249	SAAA01FU	SAAA01FU	N73B M.BLUE	#B21S33-AB	B180	SHZ	Shenzhen FAB B/P	648	P	"Purchased, Raw material"	Direct Purchased	F08	Unbranded			F44	Raw Material Shell				.		.	GAAA02	N73b RAW		.		.		.					12307114	35033	35033	S				
3	10939197	NCRECR21622	Zep ctd w/RMS652S & Polyimide		B024	Z	IPD	Indirect Purchased	IPDIndirect Purchased	10939197	NCRECR21622	NCRECR21622	Zep ctd w/RMS652S & Polyimide		B024	APN	Appleton North B/P	5	Z	Purchase ext-other supplies	Indirect Purchased	IAD	Vents	ICK	Portable Electronics	JAB	Vents	KAA	Oleo Rolled Good	I042	RG		.	I3921A	Expanded PTFE plastic in rolls		.		.		.					0	30893	30893	S				
3	10939579	RHAS150X4/FI	"RING 150 ID x 4 mm, Hastelloy"	"Free Issue,Customer:DeDietrich"	B321	P	IPD	Direct Purchased	IPDDirect Purchased	10939579	RHAS150X4/FI	RHAS150X4/FI	"RING 150 ID x 4 mm, Hastelloy"	"Free Issue,Customer:DeDietrich"	B321	PU5	ORWAT Filtertechnik Sp.zo.o	350	P	"Purchased, Raw material"	Direct Purchased	JAM	Filtration Technologies	IAA	Gore Filtration Products	IAM	Industrial Dry Filtration	KTG	Filter Bag Accessories		.		.				.		.		.					4083	19746	19746	CP				
3	10939579	RHAS150X4/FI	"RING 150 ID x 4 mm, Hastelloy"	"Free Issue,Customer:DeDietrich"	B321	P	IPD	Direct Purchased	IPDDirect Purchased	10939579	RHAS150X4/FI	RHAS150X4/FI	"RING 150 ID x 4 mm, Hastelloy"	"Free Issue,Customer:DeDietrich"	B041	PU5	Putzbrunn V B/P	350	P	"Purchased, Raw material"	Direct Purchased	JAM	Filtration Technologies	IAA	Gore Filtration Products	IAM	Industrial Dry Filtration	KTG	Filter Bag Accessories		.		.				.		.		.					17554163	19746	19746	CP				
3	10939625	GTAH6XXXO	JUMBO 3L 6MIL F6 TEMPLATE	TEMPLATE	B421	M	FAB	Intermediates	FABIntermediates	10939625	GTAH6XXXO	GTAH6XXXO	JUMBO 3L 6MIL F6 TEMPLATE	TEMPLATE	B421	JG1	FAB PTC Japan B/P	671	M	Mfg. Assembly or Sub-Assembly	Intermediates	F07	GORE® Products			F48	Jumbo Roll				.		.	F6HCO1	JUMBO 3L 6MIL F6 TEMPLATE	F30L	3 LAYER		.	F30L	3 LAYER					4106	30849	30849	S				
3	10909414	J40R00OM	4840M 150 CAMEL	#S01702-0-1B	B421	P	FAB	Direct Purchased	FABDirect Purchased	10909414	J40R00OM	J40R00OM	4840M 150 CAMEL	#S01702-0-1B	B421	JG1	FAB PTC Japan B/P	671	P	"Purchased, Raw material"	Direct Purchased	F08	Unbranded			F44	Raw Material Shell				.		.	G40R01	4840M RAW		.		.		.			F15	Woven Static	16793974	37192	37192	S				
