Year,PlayerName,Position
2014-2015,Jamie Benn,LW
2014-2015,Jordie Benn,D
2014-2015,Nicolas Blanchard,LW
2014-2015,Jack Campbell,G
2014-2015,Erik Cole,LW
2014-2015,Kevin Connauton,D
2014-2015,Trevor Daley,D
2014-2015,Jason Demers,D
2014-2015,Jason Dickinson,C
2014-2015,Brenden Dillon,D
2014-2015,Justin Dowling,C
2014-2015,Cody Eakin,C
2014-2015,Patrick Eaves,RW
2014-2015,Remi Elie,LW
2014-2015,Jhonas Enroth,G
2014-2015,Radek Faksa,C
2014-2015,Vernon Fiddler,C
2014-2015,Maxime Fortunus,D
2014-2015,Ryan Garbutt,LW
2014-2015,Cameron Gaunce,D
2014-2015,Scott Glennie,RW
2014-2015,Alex Goligoski,D
2014-2015,Sergei Gonchar,D
2014-2015,Ales Hemsky,RW
2014-2015,Julius Honka,D
2014-2015,Shawn Horcoff,C
2014-2015,Mattias Janmark,C
2014-2015,Jyrki Jokipakka,D
2014-2015,Ludwig Karlsson,RW
2014-2015,John Klingberg,D
2014-2015,Kari Lehtonen,G
2014-2015,Anders Lindback,G
2014-2015,Curtis McKenzie,LW
2014-2015,Derek Meech,D
2014-2015,Travis Moen,LW
2014-2015,Travis Morin,C
2014-2015,Patrik Nemeth,D
2014-2015,Valeri Nichushkin,RW
2014-2015,Jamie Oleksiak,D
2014-2015,Taylor Peters,C
2014-2015,Rich Peverley,C
2014-2015,Brendan Ranford,LW
2014-2015,Brett Ritchie,RW
2014-2015,Antoine Roussel,LW
2014-2015,Jussi Rynnas,G
2014-2015,Colton Sceviour,C
2014-2015,David Schlemko,D
2014-2015,Tyler Seguin,C
2014-2015,Gemel Smith,C
2014-2015,Jason Spezza,C
2014-2015,Matej Stransky,RW
2014-2015,Branden Troock,RW
2014-2015,Cole Ully,LW
2014-2015,Troy Vance,D
2014-2015,Sena Acolatse,D
2014-2015,Kenneth Agostino,LW
2014-2015,Bill Arnold,C
2014-2015,Mikael Backlund,C
2014-2015,Sven Baertschi,LW
2014-2015,Sam Bennett,C
2014-2015,Brandon Bollig,LW
2014-2015,Lance Bouma,C
2014-2015,T.J. Brodie,D
2014-2015,Sheldon Brookbank,D
2014-2015,Paul Byron,C
2014-2015,Douglas Carr,G
2014-2015,Austin Carroll,RW
2014-2015,Joe Colborne,C
2014-2015,Ryan Culkin,D
2014-2015,Mark Cundari,D
2014-2015,Raphael Diaz,D
2014-2015,Turner Elson,C
2014-2015,Deryk Engelland,D
2014-2015,Michael Ferland,LW
2014-2015,Jason Fram,D
2014-2015,Johnny Gaudreau,LW
2014-2015,Curtis Gedig,D
2014-2015,Jon Gillies,G
2014-2015,Trevor Gillies,LW
2014-2015,Mark Giordano,D
2014-2015,Curtis Glencross,LW
2014-2015,Markus Granlund,C
2014-2015,Ben Hanowski,RW
2014-2015,Garnet Hathaway,RW
2014-2015,Jonas Hiller,G
2014-2015,Jiri Hudler,C
2014-2015,David Jones,RW
2014-2015,Josh Jooris,RW
2014-2015,Keegan Kanzig,D
2014-2015,Morgan Klimchuk,LW
2014-2015,Corban Knight,C
2014-2015,Brett Kulak,D
2014-2015,Brandon Magee,C
2014-2015,Mason McDonald,G
2014-2015,Brian McGrattan,RW
2014-2015,Sean Monahan,C
2014-2015,Kenney Morrison,D
2014-2015,Joni Ortio,G
2014-2015,Pavel Padakin,RW
2014-2015,Emile Poirier,RW
2014-2015,Corey Potter,D
2014-2015,John Ramage,D
2014-2015,Karri Ramo,G
2014-2015,Mason Raymond,LW
2014-2015,Max Reinhart,C
2014-2015,Eric Roy,D
2014-2015,Kris Russell,D
2014-2015,David Schlemko,D
2014-2015,Devin Setoguchi,RW
2014-2015,Drew Shore,C
2014-2015,Patrick Sieloff,D
2014-2015,Ladislav Smid,D
2014-2015,Hunter Smith,C
2014-2015,Matt Stajan,C
2014-2015,Dustin Stevenson,D
2014-2015,Brad Thiessen,G
2014-2015,Mathieu Tousignant,C
2014-2015,Bryce Van Brabant,LW
2014-2015,Dennis Wideman,D
2014-2015,David Wolf,LW
2014-2015,Tyler Wotherspoon,D
2014-2015,Nolan Yonkman,D
2014-2015,Bryan Allen,D
2014-2015,Frederik Andersen,G
2014-2015,Matt Bailey,C
2014-2015,Francois Beauchemin,D
2014-2015,Matt Beleskey,LW
2014-2015,Brendan Bell,D
2014-2015,Jesse Blacker,D
2014-2015,Igor Bobkov,G
2014-2015,Rene Bourque,RW
2014-2015,Eric Brewer,D
2014-2015,Ilya Bryzgalov,G
2014-2015,Mat Clark,D
2014-2015,Andrew Cogliano,C
2014-2015,Joseph Cramarossa,C
2014-2015,Simon Despres,D
2014-2015,Emerson Etem,LW
2014-2015,Ryan Faragher,G
2014-2015,Mark Fistric,D
2014-2015,Tomas Fleischmann,LW
2014-2015,Cam Fowler,D
2014-2015,Max Friberg,LW
2014-2015,Kevin Gagne,D
2014-2015,Ryan Getzlaf,C
2014-2015,John Gibson,G
2014-2015,Dany Heatley,LW
2014-2015,Kenton Helgesen,LW
2014-2015,Korbinian Holzer,D
2014-2015,Tim Jackman,RW
2014-2015,William Karlsson,C
2014-2015,Nicolas Kerdiles,LW
2014-2015,Ryan Kesler,C
2014-2015,Brandon Kozun,RW
2014-2015,John Kurtz,LW
2014-2015,Jason LaBarbera,G
2014-2015,Antoine Laganiere,LW
2014-2015,Louis Leblanc,C
2014-2015,Hampus Lindholm,D
2014-2015,Ben Lovejoy,D
2014-2015,Steve MacIntyre,LW
2014-2015,Josh Manson,D
2014-2015,Etienne Marcoux,G
2014-2015,Patrick Maroon,LW
2014-2015,Nathan McIver,D
2014-2015,Jaycob Megna,D
2014-2015,Brandon Montour,D
2014-2015,Stefan Noesen,RW
2014-2015,Andrew O'Brien,D
2014-2015,Kyle Palmieri,RW
2014-2015,Corey Perry,RW
2014-2015,Rickard Rakell,C
2014-2015,Nick Ritchie,LW
2014-2015,Colby Robak,D
2014-2015,Charlie Sarault,C
2014-2015,Jiri Sekac,LW
2014-2015,Michael Sgarbossa,C
2014-2015,Jakob Silfverberg,RW
2014-2015,Devante Smith-Pelly,RW
2014-2015,Sheldon Souray,D
2014-2015,David Steckel,C
2014-2015,Clayton Stoner,D
2014-2015,Shea Theodore,D
2014-2015,Nate Thompson,C
2014-2015,Sami Vatanen,D
2014-2015,Christopher Wagner,RW
2014-2015,Brad Winchester,LW
2014-2015,James Wisniewski,D
2014-2015,Brandon Yip,RW
2014-2015,Mark Arcobello,C
2014-2015,Krys Barch,RW
2014-2015,Mikkel Boedker,LW
2014-2015,Alexandre Bolduc,C
2014-2015,Brendan Burke,G
2014-2015,Andrew Campbell,D
2014-2015,Greg Carey,C
2014-2015,Kyle Chipchura,C
2014-2015,B.J. Crombeen,RW
2014-2015,Craig Cunningham,LW
2014-2015,Klas Dahlbeck,D
2014-2015,Laurent Dauphin,C
2014-2015,Shane Doan,RW
2014-2015,Max Domi,LW
2014-2015,Louis Domingue,G
2014-2015,Devan Dubnyk,G
2014-2015,Anthony Duclair,LW
2014-2015,Christian Dvorak,LW
2014-2015,Darian Dziurzynski,LW
2014-2015,Oliver Ekman-Larsson,D
2014-2015,Martin Erat,RW
2014-2015,Sam Gagner,C
2014-2015,Tyler Gaudet,C
2014-2015,Brandon Gormley,D
2014-2015,Justin Hache,D
2014-2015,Martin Hanzal,C
2014-2015,Justin Hodgman,C
2014-2015,Matt Kassian,LW
2014-2015,Rob Klinkhammer,C
2014-2015,Lauri Korpikoski,LW
2014-2015,Edgars Kulda,LW
2014-2015,Philip Lane,RW
2014-2015,Marek Langhamer,G
2014-2015,Yan Pavel Laplante,C
2014-2015,Micheal Lee,G
2014-2015,David Leggio,G
2014-2015,Lucas Lessio,LW
2014-2015,Mark Louis,D
2014-2015,Jordan Martinook,C
2014-2015,Jamie McBain,D
2014-2015,Tye McGinn,LW
2014-2015,Mike McKenna,G
2014-2015,Brandon McMillan,C
2014-2015,Patrick McNeill,D
2014-2015,James Melindy,D
2014-2015,Zbynek Michalek,D
2014-2015,John Moore,D
2014-2015,David Moss,RW
2014-2015,Connor Murphy,D
2014-2015,Evan Oberg,D
2014-2015,Daniel O'Donoghue,C
2014-2015,Brendan Perlini,LW
2014-2015,Matthias Plachta,C
2014-2015,Dylan Reese,D
2014-2015,Tobias Rieder,RW
2014-2015,Henrik Samuelsson,C
2014-2015,Philip Samuelsson,D
2014-2015,David Schlemko,D
2014-2015,Eric Selleck,LW
2014-2015,Brendan Shinnimin,C
2014-2015,Matt Smaby,D
2014-2015,Mike Smith,G
2014-2015,Dyson Stevenson,RW
2014-2015,Michael Stone,D
2014-2015,Colin Suellentrop,D
2014-2015,Chris Summers,D
2014-2015,Jordan Szwarz,RW
2014-2015,Antoine Vermette,C
2014-2015,Mark Visentin,G
2014-2015,Joe Vitale,C
2014-2015,Keith Yandle,D
2014-2015,Will Acton,C
2014-2015,Mark Arcobello,C
2014-2015,Keith Aulie,D
2014-2015,Richard Bachman,G
2014-2015,Chris Baltisberger,RW
2014-2015,Connor Boland,D
2014-2015,Keven Bouchard,G
2014-2015,Laurent Brossoit,G
2014-2015,Tyler Bunz,G
2014-2015,Gregory Chase,C
2014-2015,Brandon Davidson,D
2014-2015,Leon Draisaitl,C
2014-2015,Jordan Eberle,RW
2014-2015,Travis Ewanyk,LW
2014-2015,Viktor Fasth,G
2014-2015,Mark Fayne,D
2014-2015,Andrew Ference,D
2014-2015,Matt Fraser,RW
2014-2015,Luke Gazdic,LW
2014-2015,Martin Gernat,D
2014-2015,Boyd Gordon,C
2014-2015,Taylor Hall,LW
2014-2015,Curtis Hamilton,LW
2014-2015,Ryan Hamilton,LW
2014-2015,Matt Hendricks,LW
2014-2015,Brad Hunt,D
2014-2015,Jesse Joensuu,LW
2014-2015,Kale Kessy,LW
2014-2015,Jujhar Khaira,LW
2014-2015,Oscar Klefbom,D
2014-2015,Rob Klinkhammer,C
2014-2015,Kellan Lain,C
2014-2015,Joey Laleggia,D
2014-2015,Anton Lander,C
2014-2015,Martin Marincin,D
2014-2015,Andrew Miller,C
2014-2015,Mitch Moroz,LW
2014-2015,David Musil,D
2014-2015,Nikita Nikitin,D
2014-2015,Ryan Nugent-Hopkins,C
2014-2015,Darnell Nurse,D
2014-2015,Jordan Oesterle,D
2014-2015,Iiro Pakarinen,RW
2014-2015,David Perron,LW
2014-2015,Jeff Petry,D
2014-2015,Steven Pinizzotto,RW
2014-2015,Tyler Pitlick,RW
2014-2015,Kyle Platzer,C
2014-2015,Benoit Pouliot,LW
2014-2015,Teddy Purcell,RW
2014-2015,Tyler Rimmer,G
2014-2015,Derek Roy,C
2014-2015,Marc-Olivier Roy,C
2014-2015,Justin Schultz,D
2014-2015,Ben Scrivens,G
2014-2015,Dillon Simpson,D
2014-2015,Anton Slepyshev,LW
2014-2015,Vladimir Tkachev,LW
2014-2015,Frans Tuohimaa,G
2014-2015,Kevin Westgarth,RW
2014-2015,Jason Williams,C
2014-2015,Bogdan Yakimov,C
2014-2015,Nail Yakupov,RW
2014-2015,Will Acton,C
2014-2015,Peter Andersson,D
2014-2015,Darren Archibald,RW
2014-2015,Sven Baertschi,LW
2014-2015,Carter Bancks,C
2014-2015,Alex Biega,D
2014-2015,Kevin Bieksa,D
2014-2015,Jeremie Blain,D
2014-2015,Ludwig Blomstrand,LW
2014-2015,Nick Bonino,C
2014-2015,Alexandre Burrows,RW
2014-2015,Joe Cannata,G
2014-2015,Cole Cassels,C
2014-2015,Anton Cederholm,D
2014-2015,Adam Clendening,D
2014-2015,Cory Conacher,LW
2014-2015,Frank Corrado,D
2014-2015,Brandon DeFazio,LW
2014-2015,Derek Dorsett,RW
2014-2015,Alexander Edler,D
2014-2015,Joacim Eriksson,G
2014-2015,Dane Fox,LW
2014-2015,Alex Friesen,C
2014-2015,Brendan Gaunce,C
2014-2015,Alexandre Grenier,RW
2014-2015,Dan Hamhuis,D
2014-2015,Jannik Hansen,RW
2014-2015,Chris Higgins,LW
2014-2015,Bo Horvat,C
2014-2015,Kent Huskins,D
2014-2015,Dustin Jeffrey,C
2014-2015,Nicklas Jensen,RW
2014-2015,Zach Kassian,RW
2014-2015,Ronalds Kenins,LW
2014-2015,Joseph Labate,C
2014-2015,Eddie Lack,G
2014-2015,Kellan Lain,C
2014-2015,Alexandre Mallet,LW
2014-2015,Jacob Markstrom,G
2014-2015,Shawn Matthias,C
2014-2015,Jared McCann,C
2014-2015,Evan McEneny,D
2014-2015,Brandon McMillan,C
2014-2015,Ryan Miller,G
2014-2015,John Negrin,D
2014-2015,Cal O'Reilly,C
2014-2015,Andrey Pedan,D
2014-2015,Brad Richardson,RW
2014-2015,Bobby Sanguinetti,D
2014-2015,Ashton Sautner,D
2014-2015,Luca Sbisa,D
2014-2015,Daniel Sedin,LW
2014-2015,Henrik Sedin,C
2014-2015,Tom Sestito,LW
2014-2015,Hunter Shinkaruk,C
2014-2015,Ryan Stanton,D
2014-2015,Jordan Subban,D
2014-2015,Christopher Tanev,D
2014-2015,Henrik Tommernes,D
2014-2015,Linden Vey,RW
2014-2015,Jake Virtanen,RW
2014-2015,Radim Vrbata,RW
2014-2015,Yannick Weber,D
2014-2015,Michael Zalewski,LW
2014-2015,Andy Andreoff,C
2014-2015,Vincent Arseneau,LW
2014-2015,Justin Auger,RW
2014-2015,Patrik Bartosak,G
2014-2015,Jean-Francois Berube,G
2014-2015,Andrew Bodnarchuk,D
2014-2015,Jonny Brodzinski,RW
2014-2015,Dustin Brown,RW
2014-2015,Jeff Carter,C
2014-2015,Kyle Clifford,LW
2014-2015,Holden Cook,C
2014-2015,Adam Cracknell,RW
2014-2015,Andrew Crescenzi,C
2014-2015,Jeff Deslauriers,G
2014-2015,Drew Doughty,D
2014-2015,Nic Dowd,C
2014-2015,Nick Ebert,D
2014-2015,Derek Forbort,D
2014-2015,Marian Gaborik,RW
2014-2015,Matt Greene,D
2014-2015,Ryan Horvat,LW
2014-2015,Martin Jones,G
2014-2015,Dwight King,LW
2014-2015,Maxim Kitsyn,LW
2014-2015,Anze Kopitar,C
2014-2015,Zachary Leslie,D
2014-2015,Trevor Lewis,C
2014-2015,Alex Lintuniemi,D
2014-2015,Vincent LoVerde,D
2014-2015,Alec Martinez,D
2014-2015,Jamie McBain,D
2014-2015,Brayden McNabb,D
2014-2015,Michael Mersch,LW
2014-2015,Colin Miller,D
2014-2015,Jake Muzzin,D
2014-2015,Jordan Nolan,C
2014-2015,Zach O'Brien,RW
2014-2015,Brian O'Neill,C
2014-2015,Tanner Pearson,LW
2014-2015,Jonathan Quick,G
2014-2015,Darren Raddysh,D
2014-2015,Kevin Raine,D
2014-2015,Robyn Regehr,D
2014-2015,Mike Richards,C
2014-2015,Alex Roach,D
2014-2015,Scott Sabourin,RW
2014-2015,Jeff Schultz,D
2014-2015,Andrej Sekera,D
2014-2015,Nick Shore,C
2014-2015,Jarret Stoll,C
2014-2015,Tyler Toffoli,C
2014-2015,David Van der Gulik,LW
2014-2015,Slava Voynov,D
2014-2015,Jordan Weal,C
2014-2015,Justin Williams,RW
2014-2015,Valentin Zykov,LW
2014-2015,Konrad Abeltshauser,D
2014-2015,J.P. Anderson,G
2014-2015,Julius Bergman,D
2014-2015,Kyle Bigos,D
2014-2015,Gabryel Boudreau,LW
2014-2015,Justin Braun,D
2014-2015,Mike Brown,RW
2014-2015,Adam Burish,RW
2014-2015,Brent Burns,D
2014-2015,Ryan Carpenter,C
2014-2015,Rourke Chartier,C
2014-2015,Logan Couture,C
2014-2015,Dylan Demelo,D
2014-2015,Jason Demers,D
2014-2015,Andrew Desjardins,C
2014-2015,Brenden Dillon,D
2014-2015,Taylor Doherty,D
2014-2015,Petter Emanuelsson,RW
2014-2015,Taylor Fedun,D
2014-2015,Nikolay Goldobin,LW
2014-2015,Barclay Goodrow,RW
2014-2015,Troy Grosenick,G
2014-2015,Micheal Haley,C
2014-2015,Freddie Hamilton,C
2014-2015,Scott Hannan,D
2014-2015,Eriah Hayes,RW
2014-2015,Tomas Hertl,C
2014-2015,Matt Irwin,D
2014-2015,Nikita Jevpalovs,C
2014-2015,Melker Karlsson,C
2014-2015,Tyler Kennedy,C
2014-2015,Bryan Lerg,C
2014-2015,Ryan Lowe,G
2014-2015,Patrick Marleau,LW
2014-2015,Tye McGinn,LW
2014-2015,Mirco Mueller,D
2014-2015,Evgeni Nabokov,G
2014-2015,Antti Niemi,G
2014-2015,Matthew Nieto,LW
2014-2015,Travis Oleksuk,C
2014-2015,Joe Pavelski,C
2014-2015,Dylan Sadowy,LW
2014-2015,Alex Schoenborn,RW
2014-2015,Rylan Schwartz,C
2014-2015,John Scott,LW
2014-2015,James Sheppard,C
2014-2015,Ben Smith,RW
2014-2015,Alex Stalock,G
2014-2015,Karl Stollery,D
2014-2015,Danil Tarasov,RW
2014-2015,Matt Tennyson,D
2014-2015,Joe Thornton,C
2014-2015,Chris Tierney,C
2014-2015,Raffi Torres,LW
2014-2015,Alexis Vanier,D
2014-2015,Marc-Edouard Vlasic,D
2014-2015,Tommy Wingels,C
2014-2015,Gus Young,D
2015-2016,Luke Adam,C
2015-2016,Calle Andersson,D
2015-2016,Brett Bellemore,D
2015-2016,Mat Bodie,D
2015-2016,Ryan Bourque,C
2015-2016,Dan Boyle,D
2015-2016,Derick Brassard,C
2015-2016,Chris Brown,C
2015-2016,Kodie Curran,D
2015-2016,Cedrick Desjardins,G
2015-2016,Raphael Diaz,D
2015-2016,Troy Donnay,D
2015-2016,Emerson Etem,RW
2015-2016,Jesper Fast,RW
2015-2016,Steven Fogarty,C
2015-2016,Brian Gibbons,C
2015-2016,Daniel Girardi,D
2015-2016,Tanner Glass,LW
2015-2016,Ryan Graves,D
2015-2016,Ryan Gropp,LW
2015-2016,Brandon Halverson,G
2015-2016,Jayden Hart,RW
2015-2016,Kevin Hayes,RW
2015-2016,Magnus Hellberg,G
2015-2016,Marek Hrivik,RW
2015-2016,Tommy Hughes,D
2015-2016,Keegan Iverson,RW
2015-2016,Nicklas Jensen,LW
2015-2016,Kirill Kabanov,LW
2015-2016,Kevin Klein,D
2015-2016,Chris Kreider,LW
2015-2016,Oscar Lindberg,C
2015-2016,Matt Lindblad,C
2015-2016,Henrik Lundqvist,G
2015-2016,Jeff Malcolm,G
2015-2016,Ryan Mantha,D
2015-2016,Chris McCarthy,C
2015-2016,Ryan McDonagh,D
2015-2016,Dylan McIlrath,D
2015-2016,Jayson Megna,C
2015-2016,J.T. Miller,C
2015-2016,Dominic Moore,C
2015-2016,Brad Morrison,LW
2015-2016,Rick Nash,LW
2015-2016,Chad Nehring,RW
2015-2016,Richard Nejezchleb,LW
2015-2016,Josh Nicholls,C
2015-2016,Samuel Noreau,D
2015-2016,Travis Oleksuk,C
2015-2016,Daniel Paille,LW
2015-2016,Antti Raanta,G
2015-2016,Mackenzie Skapski,G
2015-2016,Brady Skjei,D
2015-2016,Jacob Smith,G
2015-2016,Michael St. Croix,LW
2015-2016,Eric Staal,C
2015-2016,Marc Staal,D
2015-2016,Viktor Stalberg,LW
2015-2016,Derek Stepan,C
2015-2016,Jarret Stoll,C
2015-2016,Malte Stromwall,RW
2015-2016,Chris Summers,D
2015-2016,Adam Tambellini,RW
2015-2016,Nick Tarnasky,LW
2015-2016,Keith Yandle,D
2015-2016,Petr Zamorsky,D
2015-2016,Sergey Zborovskiy,D
2015-2016,Mats Zuccarello,RW
2015-2016,Niclas Andersen,D
2015-2016,Josh Archibald,RW
2015-2016,Beau Bennett,RW
2015-2016,Tyler Biggs,RW
2015-2016,Theodor Blueger,C
2015-2016,Nick Bonino,C
2015-2016,Adam Clendening,D
2015-2016,Ian Cole,D
2015-2016,Sidney Crosby,C
2015-2016,Matt Cullen,C
2015-2016,Trevor Daley,D
2015-2016,Jean-Sebastien Dea,C
2015-2016,Brian Dumoulin,D
2015-2016,Pascal Dupuis,RW
2015-2016,Tim Erixon,D
2015-2016,Bobby Farnham,RW
2015-2016,Eric Fehr,C
2015-2016,Marc-Andre Fleury,G
2015-2016,Barry Goers,D
2015-2016,Sergei Gonchar,D
2015-2016,Carl Hagelin,LW
2015-2016,Patric Hornqvist,RW
2015-2016,Tristan Jarry,G
2015-2016,Dustin Jeffrey,C
2015-2016,Phil Kessel,RW
2015-2016,Tom Kostopoulos,RW
2015-2016,Tom Kuhnhackl,RW
2015-2016,Chris Kunitz,LW
2015-2016,Kris Letang,D
2015-2016,Jaden Lindo,RW
2015-2016,Ben Lovejoy,D
2015-2016,Olli Maatta,D
2015-2016,Evgeni Malkin,C
2015-2016,Matia Marcantuoni,RW
2015-2016,Reid McNeill,D
2015-2016,James Melindy,D
2015-2016,Kael Mouillierat,LW
2015-2016,Matthew Murray,G
2015-2016,Daniel O'Donoghue,LW
2015-2016,Steve Oleksy,D
2015-2016,Will O'Neill,D
2015-2016,David Perron,LW
2015-2016,Matthias Plachta,LW
2015-2016,Sergei Plotnikov,LW
2015-2016,Kevin Porter,C
2015-2016,Derrick Pouliot,D
2015-2016,Carter Rowney,RW
2015-2016,Harrison Ruopp,D
2015-2016,Bryan Rust,RW
2015-2016,Justin Schultz,D
2015-2016,Rob Scuderi,D
2015-2016,Tom Sestito,LW
2015-2016,Conor Sheary,LW
2015-2016,Dominik Simon,C
2015-2016,Daniel Sprong,RW
2015-2016,Oskar Sundqvist,C
2015-2016,Dominik Uher,C
2015-2016,David Warsofsky,D
2015-2016,Scott Wilson,LW
2015-2016,Jeff Zatkoff,G
2015-2016,Anton Zlobin,LW
2015-2016,Daniel Altshuller,G
2015-2016,Danny Biega,D
2015-2016,Clark Bishop,C
2015-2016,Callum Booth,G
2015-2016,Zach Boychuk,C
2015-2016,Patrick Brown,C
2015-2016,Anthony Camara,LW
2015-2016,Trevor Carrick,D
2015-2016,Jake Chelios,D
2015-2016,Phillip Di Giuseppe,LW
2015-2016,Justin Faulk,D
2015-2016,Haydn Fleury,D
2015-2016,Dane Fox,LW
2015-2016,Tyler Ganly,D
2015-2016,Nathan Gerbe,LW
2015-2016,Kyle Hagel,LW
2015-2016,Ron Hainsey,D
2015-2016,Noah Hanifin,D
2015-2016,T.J. Hensick,RW
2015-2016,Kyle Jenkins,D
2015-2016,Michal Jordan,D
2015-2016,Erik Karlsson,LW
2015-2016,Eddie Lack,G
2015-2016,John-Michael Liles,D
2015-2016,Elias Lindholm,C
2015-2016,Steven Lorentz,C
2015-2016,Keegan Lowe,D
2015-2016,Drew MacIntyre,G
2015-2016,Brad Malone,C
2015-2016,Jay McClement,C
2015-2016,Brock McGinn,LW
2015-2016,Roland McKeown,D
2015-2016,Ryan Murphy,D
2015-2016,Riley Nash,C
2015-2016,Andrej Nestrasil,C
2015-2016,Joakim Nordstrom,LW
2015-2016,Brett Pesce,D
2015-2016,Niki Petti,C
2015-2016,Andrew Poturalski,C
2015-2016,Victor Rask,C
2015-2016,Rasmus Rissanen,D
2015-2016,Dennis Robertson,D
2015-2016,Nicolas Roy,C
2015-2016,Derek Ryan,C
2015-2016,Carter Sandlak,LW
2015-2016,Justin Shugg,RW
2015-2016,Jeff Skinner,LW
2015-2016,Jaccob Slavin,D
2015-2016,Spencer Smallman,RW
2015-2016,Eric Staal,C
2015-2016,Jordan Staal,C
2015-2016,Brody Sutter,C
2015-2016,Chris Terry,LW
2015-2016,Rasmus Tirronen,G
2015-2016,Sergey Tolchinsky,LW
2015-2016,Kris Versteeg,RW
2015-2016,Lucas Wallmark,C
2015-2016,Cam Ward,G
2015-2016,Josh Wesley,D
2015-2016,James Wisniewski,D
2015-2016,Brendan Woods,LW
2015-2016,Valentin Zykov,RW
2015-2016,Brandon Alderson,RW
2015-2016,Mark Alt,D
2015-2016,Nicolas Aube-Kubel,RW
2015-2016,Cole Bardreau,C
2015-2016,Pierre-Edouard Bellemare,LW
2015-2016,Tim Brent,C
2015-2016,Chris Conner,RW
2015-2016,Nick Cousins,C
2015-2016,Sean Couturier,C
2015-2016,Michael Del Zotto,D
2015-2016,Davis Drewiske,D
2015-2016,Ray Emery,G
2015-2016,Sam Gagner,C
2015-2016,Claude Giroux,C
2015-2016,Shayne Gostisbehere,D
2015-2016,Radko Gudas,D
2015-2016,Robert Hagg,D
2015-2016,Travis Konecny,C
2015-2016,Jason LaBarbera,G
2015-2016,Scott Laughton,C
2015-2016,Vincent Lecavalier,C
2015-2016,Taylor Leier,LW
2015-2016,Alex Lyon,G
2015-2016,Andrew MacDonald,D
2015-2016,Brandon Manning,D
2015-2016,Danick Martel,LW
2015-2016,Steve Mason,G
2015-2016,Derek Mathers,RW
2015-2016,Colin McDonald,RW
2015-2016,Evgeny Medvedev,D
2015-2016,Samuel Morin,D
2015-2016,Philippe Myers,D
2015-2016,Michal Neuvirth,G
2015-2016,Martin Ouellette,G
2015-2016,Aaron Palushaj,RW
2015-2016,Michael Parks,RW
2015-2016,Chris Porter,LW
2015-2016,Ivan Provorov,D
2015-2016,Logan Pyett,D
2015-2016,Michael Raffl,LW
2015-2016,Matt Read,RW
2015-2016,Jay Rosehill,LW
2015-2016,Travis Sanheim,D
2015-2016,Brayden Schenn,C
2015-2016,Luke Schenn,D
2015-2016,Nick Schultz,D
2015-2016,Wayne Simmonds,RW
2015-2016,Anthony Stolarz,G
2015-2016,Petr Straka,RW
2015-2016,Mark Streit,D
2015-2016,R.J. Umberger,C
2015-2016,Chris Vandevelde,C
2015-2016,Jakub Voracek,RW
2015-2016,Jordan Weal,C
2015-2016,Ryan White,C
2015-2016,Josh Bailey,RW
2015-2016,Tyler Barnes,RW
2015-2016,Mathew Barzal,C
2015-2016,Anthony Beauvillier,LW
2015-2016,Taylor Beck,LW
2015-2016,Steve Bernier,RW
2015-2016,Jean-Francois Berube,G
2015-2016,Eric Boulton,LW
2015-2016,Johnny Boychuk,D
2015-2016,Kyle Burroughs,D
2015-2016,Matt Carkner,D
2015-2016,Casey Cizikas,C
2015-2016,Marc-Andre Cliche,C
2015-2016,Cal Clutterbuck,RW
2015-2016,Sebastian Collberg,RW
2015-2016,Kevin Czuczman,D
2015-2016,Michael Dal Colle,LW
2015-2016,Calvin de Haan,D
2015-2016,Matthew Finn,D
2015-2016,Justin Florek,LW
2015-2016,Christopher Gibson,G
2015-2016,Mikhail Grabovski,C
2015-2016,Jesse Graham,D
2015-2016,Thomas Greiss,G
2015-2016,Jaroslav Halak,G
2015-2016,Mike Halmo,LW
2015-2016,Travis Hamonic,D
2015-2016,Thomas Hickey,D
2015-2016,Ben Holmstrom,C
2015-2016,Josh Ho-Sang,C
2015-2016,Ross Johnston,LW
2015-2016,Bracken Kearns,C
2015-2016,Nikolay Kulemin,LW
2015-2016,Louis Leblanc,C
2015-2016,Nick Leddy,D
2015-2016,Loic Leduc,D
2015-2016,Anders Lee,LW
2015-2016,Matt Martin,LW
2015-2016,Scott Mayfield,D
2015-2016,Eamon McAdam,G
2015-2016,Brock Nelson,LW
2015-2016,Frans Nielsen,C
2015-2016,Tom Nilsson,D
2015-2016,Kyle Okposo,RW
2015-2016,Adam Pelech,D
2015-2016,Kirill Petrov,RW
2015-2016,Kevin Poulin,G
2015-2016,Shane Prince,C
2015-2016,Ryan Pulock,D
2015-2016,Alan Quine,C
2015-2016,Shane Sims,D
2015-2016,Brian Strait,D
2015-2016,Ryan Strome,RW
2015-2016,John Tavares,C
2015-2016,Justin Vaive,LW
2015-2016,Carter Verhaeghe,C
2015-2016,Joe Whitney,RW
2015-2016,Stephon Williams,G
2015-2016,James Wright,C
2015-2016,Marek Zidlicky,D
2015-2016,Brandon Baddock,LW
2015-2016,Graham Black,C
2015-2016,Mackenzie Blackwood,G
2015-2016,Joseph Blandisi,LW
2015-2016,Reid Boucher,LW
2015-2016,Brandon Burlon,D
2015-2016,Michael Cammalleri,LW
2015-2016,Ryane Clowe,LW
2015-2016,Blake Coleman,C
2015-2016,Yann Danis,G
